Merchant_Category,Buyer_Category,Departments,Volume,Revenue,Transaction_Count,Average selling price,date
Non Merchant,Getting Engaged,Appstore,616225,20931.52,8243,74.76,27-07-2017 00:00
Medium Volume,Super Engaged,Appstore,893138,34107.67,24016,37.19,16-10-2017 00:00
Non Merchant,Very Engaged,Appstore,848058,29767.38,13751,61.67,25-09-2017 00:00
Non Merchant,One-And-Done,Appstore,25529,837.19,306,83.43,23-03-2017 00:00
Inactive Merchant,Guest,Sports And Outdoors,1309,86.92,105,12.47,06-10-2017 00:00
Medium Volume,Low Engaged,Clothing And Shoes,34063410,1188023.86,132464,257.15,27-12-2017 00:00
Low Volume,New,Other,2385,92.1,167,14.28,04-03-2017 00:00
High Volume,Guest,Books,935593,25700.42,64628,14.48,22-07-2017 00:00
Very High Volume,Medium Engaged,Digital Games And Software,182049943,6247359.29,4519710,40.28,20-10-2017 00:00
Very High Volume,Guest,Books,70981491,1833489.26,987333,71.89,17-06-2017 00:00
Low Volume,Guest,Home And Garden,16678564,617991.56,363647,45.86,14-07-2017 00:00
High Volume,New,Digital Games And Software,93408537,3497300.88,1567484,59.59,23-10-2017 00:00
New,Super Engaged,Appstore,23511,948.06,932,25.23,09-04-2017 00:00
Inactive Merchant,Low Engaged,Appstore,0,0.3,4,0,11-07-2017 00:00
High Volume,Casual Buyer,Sports And Outdoors,17877004,619733.45,61708,289.7,15-05-2017 00:00
Very High Volume,Casual Buyer,Other,8505606,271235.04,499080,17.04,05-03-2017 00:00
Very High Volume,Low Engaged,Digital Games And Software,193878726,6371417.48,4305083,45.03,20-07-2017 00:00
New,Merchant,Home And Garden,3036678,96190.03,73346,41.4,24-12-2017 00:00
Very High Volume,Low Engaged,Electronics And Computers,95549979,2762101.86,1805735,52.91,10-09-2017 00:00
Medium Volume,Guest,Home And Garden,36799,1361.13,6957,5.29,18-12-2017 00:00
Inactive Merchant,Very Engaged,Home And Garden,727,68.26,222,3.27,23-06-2017 00:00
Low Volume,One-And-Done,"Movies, Music And Games",12606326,369910.8,65775,191.66,18-12-2017 00:00
High Volume,Guest,Other,833,39.56,1961,0.42,07-11-2017 00:00
Medium Volume,New,Books,209547920,8740779.43,4765528,43.97,07-04-2017 00:00
Medium Volume,New,Clothing And Shoes,18203182,636765.24,57953,314.1,23-10-2017 00:00
Medium Volume,Very Engaged,Sports And Outdoors,41367952,1544977.62,228908,180.72,22-05-2017 00:00
Very High Volume,Merchant,Automotive,2646751,62508.8,113130,23.4,22-06-2017 00:00
Unverified Merchant,New,Clothing And Shoes,0,0,1,0,23-03-2017 00:00
High Volume,Very Engaged,Other,1162497,46913.35,77671,14.97,06-11-2017 00:00
Unverified Merchant,Very Engaged,Home And Garden,299,16.13,6,49.79,18-09-2017 00:00
Non Merchant,One-And-Done,Electronics And Computers,47,3.95,3,15.83,21-12-2017 00:00
Very Low Volume,Super Engaged,Digital Games And Software,1930942,87427.1,99469,19.41,23-06-2017 00:00
Very Low Volume,One-And-Done,Sports And Outdoors,712287,23924.68,5657,125.91,25-02-2017 00:00
Non Merchant,Casual Buyer,Electronics And Computers,99,6.31,9,11,18-06-2017 00:00
Very High Volume,Casual Buyer,Appstore,315099,7452.28,6649,47.39,19-08-2017 00:00
Non Merchant,Low Engaged,Automotive,30320684,743364.91,445110,68.12,22-10-2017 00:00
Low Volume,Casual Buyer,Books,64184929,2620777.88,1849021,34.71,14-12-2017 00:00
Low Volume,Guest,Grocery,214897517,7005586.79,1187262,181,24-11-2017 00:00
Very Low Volume,Merchant,Clothing And Shoes,1531916,51414.97,13915,110.09,10-09-2017 00:00
Very High Volume,Getting Engaged,Books,364732592,10353363.67,6087176,59.92,26-07-2017 00:00
Unverified Merchant,Very Engaged,Appstore,15,0.73,1,14.74,17-01-2017 00:00
Very High Volume,New,Clothing And Shoes,2005943,64701.86,4646,431.76,01-02-2017 00:00
Low Volume,Guest,Books,227609,8832.3,26626,8.55,05-07-2017 00:00
Very High Volume,Guest,Appstore,584,13.43,246,2.37,22-01-2017 00:00
Very High Volume,Getting Engaged,Clothing And Shoes,5198591,155047.73,12614,412.13,07-01-2017 00:00
Very Low Volume,Low Engaged,"Movies, Music And Games",5625792,145280.24,74571,75.44,25-05-2017 00:00
Unverified Merchant,Getting Engaged,Sports And Outdoors,14,1.16,2,7,10-03-2017 00:00
Unverified Merchant,Getting Engaged,Digital Games And Software,1500,67.04,27,55.55,09-11-2017 00:00
Non Merchant,Guest,Automotive,38923,909.7,2903,13.41,27-03-2017 00:00
Very High Volume,Guest,Appstore,375,8.06,4,93.66,23-01-2017 00:00
Very Low Volume,Super Engaged,Appstore,11542,474.11,493,23.41,07-05-2017 00:00
Very Low Volume,One-And-Done,Digital Games And Software,2281149,84635.41,61891,36.86,02-09-2017 00:00
Non Merchant,Low Engaged,Electronics And Computers,451,18.67,18,25.06,27-06-2017 00:00
Very Low Volume,Low Engaged,Electronics And Computers,73898,3067.35,2949,25.06,04-08-2017 00:00
High Volume,Guest,Home And Garden,52421,2474.02,26275,2,28-10-2017 00:00
Non Merchant,Medium Engaged,Appstore,1040287,36199.16,16048,64.82,24-11-2017 00:00
Very Low Volume,Guest,Other,0,0,2,0,28-09-2017 00:00
Non Merchant,Super Engaged,Books,609689175,24068442.71,13927519,43.78,24-04-2017 00:00
Very Low Volume,Low Engaged,Sports And Outdoors,1568086,55488.9,16952,92.5,18-11-2017 00:00
Non Merchant,Guest,Grocery,585,21.76,14,41.79,08-07-2017 00:00
New,Guest,Books,2703373,98318.12,58245,46.41,26-09-2017 00:00
Medium Volume,Low Engaged,Other,324477,11314.22,16491,19.68,10-12-2017 00:00
Unverified Merchant,One-And-Done,"Movies, Music And Games",21,0.61,2,10.59,22-12-2017 00:00
Inactive Merchant,One-And-Done,Books,8994,196.99,78,115.3,13-01-2017 00:00
Very Low Volume,Guest,Sports And Outdoors,4264500,139667.33,34886,122.24,14-07-2017 00:00
Unverified Merchant,Super Engaged,Digital Games And Software,2104,88.78,39,53.95,11-11-2017 00:00
Inactive Merchant,Very Engaged,Books,12053,548.74,505,23.87,02-09-2017 00:00
Low Volume,Very Engaged,Digital Games And Software,57706467,2341851.19,1598788,36.09,24-01-2017 00:00
Very High Volume,Very Engaged,Automotive,4752986,141337.03,221144,21.49,07-05-2017 00:00
New,One-And-Done,Appstore,1398,58.8,50,27.97,28-10-2017 00:00
New,Guest,Home And Garden,8655,241.79,1959,4.42,27-08-2017 00:00
Inactive Merchant,Guest,Sports And Outdoors,6465,79.99,54,119.73,21-04-2017 00:00
Very High Volume,Guest,Clothing And Shoes,2225831,52758.79,6053,367.72,23-12-2017 00:00
Very Low Volume,Very Engaged,Books,7992835,332276.69,270774,29.52,12-11-2017 00:00
Inactive Merchant,One-And-Done,Digital Games And Software,15377,410.39,590,26.06,18-10-2017 00:00
Non Merchant,Medium Engaged,Books,671724648,25074614.95,11443549,58.7,20-12-2017 00:00
Medium Volume,Super Engaged,Other,44156,1520.86,2266,19.49,25-04-2017 00:00
Low Volume,Very Engaged,Electronics And Computers,1385786,54474.91,33883,40.9,07-12-2017 00:00
High Volume,Merchant,Electronics And Computers,25367325,805335.48,356230,71.21,15-05-2017 00:00
Low Volume,Merchant,Automotive,6670441,109777.58,108277,61.61,22-03-2017 00:00
Very High Volume,Casual Buyer,Books,157029679,4400383.6,2315234,67.82,06-02-2017 00:00
Medium Volume,One-And-Done,"Movies, Music And Games",14996107,472313.39,56669,264.63,24-03-2017 00:00
Medium Volume,Super Engaged,"Movies, Music And Games",64504213,2056239.92,456983,141.15,04-09-2017 00:00
Very Low Volume,Merchant,Home And Garden,1125203,51776.23,61655,18.25,02-07-2017 00:00
New,New,Appstore,11622,505.3,581,20,09-07-2017 00:00
Medium Volume,Getting Engaged,Other,281693,9451.27,14499,19.43,09-09-2017 00:00
Medium Volume,One-And-Done,Automotive,466898,14446.88,8625,54.13,06-03-2017 00:00
High Volume,Super Engaged,Digital Games And Software,78425073,3007023.61,1676891,46.77,28-10-2017 00:00
High Volume,New,Sports And Outdoors,14612106,543300.54,57402,254.56,01-05-2017 00:00
Low Volume,New,Digital Games And Software,68987284,2550581,1307475,52.76,15-06-2017 00:00
New,Guest,Books,29450,959.49,1965,14.99,05-12-2017 00:00
Low Volume,Guest,Electronics And Computers,1156,106.25,741,1.56,05-01-2017 00:00
New,Very Engaged,Electronics And Computers,551778,15486.79,9974,55.32,20-06-2017 00:00
Inactive Merchant,Super Engaged,Electronics And Computers,54,2.47,6,9.05,25-01-2017 00:00
Very Low Volume,Getting Engaged,Other,287,12.95,21,13.68,20-11-2017 00:00
High Volume,Merchant,Sports And Outdoors,136345314,4235178.09,196885,692.51,10-11-2017 00:00
Medium Volume,One-And-Done,Other,9575,302.39,683,14.02,26-08-2017 00:00
Very High Volume,Super Engaged,Other,30845993,967760.51,1902564,16.21,18-10-2017 00:00
Unverified Merchant,Low Engaged,Digital Games And Software,1889,83.56,33,57.24,03-06-2017 00:00
Medium Volume,New,Home And Garden,16050139,641292.59,301830,53.18,11-12-2017 00:00
New,Medium Engaged,"Movies, Music And Games",6819275,175639.46,35221,193.61,08-09-2017 00:00
Very Low Volume,One-And-Done,Books,778955,27278.87,12529,62.17,17-03-2017 00:00
New,Low Engaged,"Movies, Music And Games",8885192,214217.43,37335,237.99,26-02-2017 00:00
High Volume,Merchant,Appstore,1134612,23913.65,14210,79.85,06-09-2017 00:00
Very Low Volume,Medium Engaged,Appstore,23125,899.7,671,34.46,18-07-2017 00:00
Very High Volume,Medium Engaged,Clothing And Shoes,5991986,181252.72,14744,406.4,13-09-2017 00:00
Medium Volume,Super Engaged,Home And Garden,13973643,532914.69,277818,50.3,12-02-2017 00:00
New,New,Other,1015,66.36,118,8.6,07-04-2017 00:00
Very Low Volume,Low Engaged,Digital Games And Software,7601893,301159.45,251612,30.21,11-11-2017 00:00
Non Merchant,Getting Engaged,Books,461908660,16618074.8,6376976,72.43,12-06-2017 00:00
Very High Volume,Getting Engaged,Home And Garden,867248238,19123515.55,14154742,61.27,07-05-2017 00:00
Non Merchant,Super Engaged,Digital Games And Software,15633813,666234.59,448866,34.83,17-10-2017 00:00
Medium Volume,Very Engaged,Other,128421,4616.83,6764,18.99,18-08-2017 00:00
Very Low Volume,Merchant,"Movies, Music And Games",13946065,343981.9,262075,53.21,01-11-2017 00:00
Inactive Merchant,Casual Buyer,"Movies, Music And Games",20003,491.76,631,31.7,22-02-2017 00:00
Very Low Volume,New,Electronics And Computers,31442,1291.34,1157,27.18,15-06-2017 00:00
New,Merchant,Sports And Outdoors,8648577,263012.39,12936,668.57,21-04-2017 00:00
Very High Volume,Guest,Sports And Outdoors,41438,764.6,158,262.26,20-10-2017 00:00
Very Low Volume,Getting Engaged,"Movies, Music And Games",6323594,164238.68,78964,80.08,02-04-2017 00:00
Very High Volume,New,Other,4734882,162175.49,288796,16.4,11-11-2017 00:00
Medium Volume,New,Sports And Outdoors,27871672,998442.6,102813,271.09,26-07-2017 00:00
Unverified Merchant,Casual Buyer,Sports And Outdoors,925,27.13,1,925,13-02-2017 00:00
High Volume,Super Engaged,Electronics And Computers,15500271,513046.52,295531,52.45,18-05-2017 00:00
Low Volume,One-And-Done,Digital Games And Software,31245142,1079058.22,512872,60.92,10-12-2017 00:00
Low Volume,One-And-Done,Clothing And Shoes,7962893,253716.58,28381,280.57,17-01-2017 00:00
New,New,Automotive,189760,6948.53,7602,24.96,17-06-2017 00:00
New,Casual Buyer,"Movies, Music And Games",5960396,154467.86,23655,251.97,15-09-2017 00:00
Low Volume,Very Engaged,Appstore,469241,20206.09,19919,23.56,02-08-2017 00:00
High Volume,Super Engaged,Sports And Outdoors,24516514,854662.53,117633,208.42,21-05-2017 00:00
New,One-And-Done,Electronics And Computers,85397,2629.24,1343,63.59,11-04-2017 00:00
New,Getting Engaged,Home And Garden,9627298,277462.31,186878,51.52,03-09-2017 00:00
Inactive Merchant,Merchant,Home And Garden,-342,94.59,809,-0.42,06-02-2017 00:00
Medium Volume,Super Engaged,Automotive,11656091,413783.95,329126,35.42,18-09-2017 00:00
Low Volume,Very Engaged,Books,271201174,12273293.66,11007646,24.64,21-01-2017 00:00
Very Low Volume,Guest,Clothing And Shoes,3186716,102720.28,24924,127.86,07-02-2017 00:00
New,Guest,Digital Games And Software,124499,3962.91,7510,16.58,21-11-2017 00:00
Low Volume,One-And-Done,Automotive,257545,7618.48,5723,45,28-04-2017 00:00
Inactive Merchant,One-And-Done,Clothing And Shoes,603,18.68,10,60.3,14-11-2017 00:00
High Volume,New,"Movies, Music And Games",14700507,563596.4,83998,175.01,07-02-2017 00:00
Low Volume,Medium Engaged,"Movies, Music And Games",64106709,1763350.92,555976,115.3,27-09-2017 00:00
Unverified Merchant,Very Engaged,"Movies, Music And Games",628,13.83,24,26.17,24-12-2017 00:00
New,Getting Engaged,Digital Games And Software,22731154,770786.08,355647,63.91,21-07-2017 00:00
Low Volume,Guest,Electronics And Computers,80737446,2732647.71,1472771,54.82,24-02-2017 00:00
High Volume,Guest,Other,251,5.07,4,62.67,05-11-2017 00:00
New,New,Home And Garden,3554479,119430.02,80433,44.19,15-01-2017 00:00
High Volume,Getting Engaged,Clothing And Shoes,23916272,826517.02,69231,345.46,11-12-2017 00:00
Low Volume,Casual Buyer,Clothing And Shoes,19598293,635379.88,76172,257.29,03-01-2017 00:00
High Volume,One-And-Done,Books,81359258,2720670.48,959726,84.77,02-02-2017 00:00
Very High Volume,Getting Engaged,Digital Games And Software,172512335,5615373.97,3407325,50.63,26-03-2017 00:00
High Volume,Low Engaged,Books,726384139,25919080.97,12627822,57.52,18-05-2017 00:00
Low Volume,Low Engaged,"Movies, Music And Games",68372804,1864678.13,502635,136.03,19-02-2017 00:00
Very High Volume,Merchant,"Toys, Kids And Baby",476856503,101416.46,973320,489.93,09-04-2017 00:00
Very High Volume,Casual Buyer,Home And Garden,261907697,5905444.12,4167647,62.84,13-07-2017 00:00
High Volume,Medium Engaged,Digital Games And Software,220169807,8052674.39,4108622,53.59,21-08-2017 00:00
Inactive Merchant,One-And-Done,Home And Garden,177,32.2,124,1.43,14-07-2017 00:00
Low Volume,New,Automotive,2566603,105802.36,117522,21.84,01-06-2017 00:00
Very Low Volume,Guest,Clothing And Shoes,21220,152.81,112,189.47,22-07-2017 00:00
Very Low Volume,New,Automotive,154281,5226.45,5417,28.48,18-02-2017 00:00
Very High Volume,Guest,Sports And Outdoors,1476051,52259.2,5919,249.38,21-01-2017 00:00
Inactive Merchant,Super Engaged,Clothing And Shoes,0,0,4,0,20-12-2017 00:00
Inactive Merchant,Casual Buyer,Books,9418,497.83,279,33.76,25-02-2017 00:00
New,Merchant,Digital Games And Software,24069721,317913.15,149623,160.87,19-12-2017 00:00
Inactive Merchant,Guest,Digital Games And Software,24043,851.76,1149,20.93,23-01-2017 00:00
Low Volume,Super Engaged,Sports And Outdoors,11372324,438338.16,136894,83.07,12-02-2017 00:00
Inactive Merchant,Guest,"Movies, Music And Games",0,0,382,0,04-09-2017 00:00
Non Merchant,Getting Engaged,"Movies, Music And Games",391514294,8160141.13,2356144,166.17,26-05-2017 00:00
Inactive Merchant,Medium Engaged,Home And Garden,-88,93.46,278,-0.32,10-11-2017 00:00
New,Medium Engaged,Home And Garden,8992336,261364.73,233632,38.49,03-10-2017 00:00
Non Merchant,One-And-Done,Digital Games And Software,10721944,382704.1,182457,58.76,25-05-2017 00:00
Low Volume,Guest,"Movies, Music And Games",247497,4115.31,6634,37.31,13-08-2017 00:00
Low Volume,One-And-Done,Other,593,17.7,36,16.48,27-07-2017 00:00
Very Low Volume,Casual Buyer,"Movies, Music And Games",3839007,102004.07,43843,87.56,01-11-2017 00:00
Non Merchant,Merchant,Books,695576516,23474170.77,8414691,82.66,06-08-2017 00:00
Very Low Volume,Very Engaged,Sports And Outdoors,757890,27779.4,9932,76.31,08-09-2017 00:00
Very Low Volume,Getting Engaged,Digital Games And Software,9781054,377407.22,301797,32.41,24-03-2017 00:00
Non Merchant,Merchant,Automotive,20737662,323237.07,197025,105.25,26-07-2017 00:00
Inactive Merchant,Guest,Home And Garden,207,71.84,333,0.62,10-09-2017 00:00
Inactive Merchant,Merchant,Digital Games And Software,28131,607.28,1585,17.75,05-11-2017 00:00
High Volume,Very Engaged,Automotive,11544703,391519.69,279539,41.3,22-05-2017 00:00
New,Merchant,Automotive,553417,10262.97,5173,106.98,21-12-2017 00:00
New,Very Engaged,Automotive,438906,16358.66,14719,29.82,01-06-2017 00:00
High Volume,Getting Engaged,"Movies, Music And Games",36607894,1257223.74,170130,215.18,28-09-2017 00:00
Inactive Merchant,Low Engaged,"Movies, Music And Games",14840,431.79,637,23.3,05-09-2017 00:00
New,Guest,Sports And Outdoors,6484032,202385.14,19642,330.11,02-02-2017 00:00
Low Volume,Guest,Automotive,9754,288.95,1301,7.5,19-01-2017 00:00
New,Medium Engaged,Electronics And Computers,930936,26479.13,16800,55.41,13-10-2017 00:00
High Volume,Medium Engaged,Electronics And Computers,45448564,1473799.26,817557,55.59,18-09-2017 00:00
Very High Volume,Merchant,Appstore,543442,11593.04,9478,57.34,10-02-2017 00:00
Inactive Merchant,Guest,Clothing And Shoes,10219,88.36,37,276.18,24-04-2017 00:00
Medium Volume,Guest,"Movies, Music And Games",143490,4841.28,11601,12.37,24-12-2017 00:00
Non Merchant,Super Engaged,Electronics And Computers,28,1.13,1,28.45,07-06-2017 00:00
Very High Volume,Low Engaged,Clothing And Shoes,5814571,176212.44,14117,411.88,21-07-2017 00:00
Inactive Merchant,Guest,Grocery,22377,647.81,260,86.06,05-09-2017 00:00
Very High Volume,Super Engaged,"Movies, Music And Games",5630271,191783.02,58212,96.72,06-03-2017 00:00
Inactive Merchant,Casual Buyer,Sports And Outdoors,8602,64.48,47,183.02,20-04-2017 00:00
Inactive Merchant,Merchant,Clothing And Shoes,9905,286.85,48,206.35,07-05-2017 00:00
Very High Volume,New,Sports And Outdoors,3835910,135324.82,14178,270.55,06-02-2017 00:00
Non Merchant,Low Engaged,Books,564116818,20711930.05,8788768,64.19,26-11-2017 00:00
High Volume,Super Engaged,Home And Garden,41706145,1399244.26,893018,46.7,28-10-2017 00:00
Medium Volume,Casual Buyer,Sports And Outdoors,36412555,1251808.18,112409,323.93,28-01-2017 00:00
Low Volume,Getting Engaged,Automotive,4979132,169001.93,153716,32.39,15-09-2017 00:00
High Volume,New,Other,139835,6290.7,11178,12.51,18-11-2017 00:00
Low Volume,Casual Buyer,Sports And Outdoors,26451049,876195.9,100205,263.97,10-02-2017 00:00
Inactive Merchant,One-And-Done,Sports And Outdoors,3838,73.54,26,147.62,03-11-2017 00:00
Medium Volume,Low Engaged,Digital Games And Software,228165135,8454635.04,3958045,57.65,04-05-2017 00:00
Very Low Volume,Very Engaged,Other,200,5.65,16,12.49,24-04-2017 00:00
New,Super Engaged,Books,14929917,633839.86,493193,30.27,16-10-2017 00:00
Low Volume,One-And-Done,Electronics And Computers,263081,10357.27,5838,45.06,12-06-2017 00:00
Very Low Volume,Low Engaged,Appstore,13929,545.83,477,29.2,22-03-2017 00:00
High Volume,One-And-Done,Electronics And Computers,3618603,121380.47,56479,64.07,08-11-2017 00:00
Inactive Merchant,Super Engaged,"Movies, Music And Games",13462,717.87,150,89.75,10-02-2017 00:00
Very High Volume,One-And-Done,Digital Games And Software,15177115,480190.77,246813,61.49,03-10-2017 00:00
High Volume,One-And-Done,Automotive,433161,13147.45,8200,52.82,11-04-2017 00:00
Very High Volume,One-And-Done,Sports And Outdoors,1411467,44275.5,3014,468.3,15-08-2017 00:00
New,Medium Engaged,Books,18328426,731631.27,491107,37.32,20-06-2017 00:00
Very Low Volume,One-And-Done,Appstore,266,9.95,10,26.64,10-11-2017 00:00
